#Cas(sec) 	#srazky(mm)	#Vypary(mm)
28594800	0	-0.0528117600
28598400	0	-0.0577538500
28602000	0	-0.0577538500
28605600	0	-0.0577538500
28609200	0	-0.0577538500
28612800	0	-0.0577538500
28616400	0	-0.0577538500
28620000	0	-0.0577538500
28623600	0	-0.0577538500
28627200	0	-0.0577538500
28630800	0	-0.0577538500
28634400	0	-0.0577538500
28638000	0	-0.0577538500
28641600	0	-0.0577538500
28645200	0	-0.0577538500
28648800	0	-0.0577538500
28652400	0	-0.0577538500
28656000	0	-0.0577538500
28659600	0	-0.0577538500
28663200	0	-0.0577538500
28666800	0	-0.0577538500
28670400	0	-0.0577538500
28674000	0	-0.0577538500
28677600	0	-0.0577538500
28681200	0	-0.0577538500
28684800	0	-0.0493116900
28688400	0	-0.0493116900
28692000	0	-0.0493116900
28695600	0	-0.0493116900
28699200	0	-0.0493116900
28702800	0	-0.0493116900
28706400	0	-0.0493116900
28710000	0	-0.0493116900
28713600	0	-0.0493116900
28717200	0	-0.0493116900
28720800	0	-0.0493116900
28724400	0	-0.0493116900
28728000	0	-0.0493116900
28731600	0	-0.0493116900
28735200	0	-0.0493116900
28738800	0	-0.0493116900
28742400	0	-0.0493116900
28746000	0	-0.0493116900
28749600	0	-0.0493116900
28753200	0	-0.0493116900
28756800	0	-0.0493116900
28760400	0	-0.0493116900
28764000	0.5	-0.0493116900
28767600	0.8	-0.0493116900
28771200	0.3	-0.0413606000
28774800	0.5	-0.0413606000
28778400	0.1	-0.0413606000
28782000	0.3	-0.0413606000
28785600	0.4	-0.0413606000
28789200	0.3	-0.0413606000
28792800	0.2	-0.0413606000
28796400	0.7	-0.0413606000
28800000	0.3	-0.0413606000
28803600	0	-0.0413606000
28807200	0	-0.0413606000
28810800	0	-0.0413606000
28814400	0	-0.0413606000
28818000	0	-0.0413606000
28821600	0	-0.0413606000
28825200	0	-0.0413606000
28828800	0	-0.0413606000
28832400	0	-0.0413606000
28836000	0	-0.0413606000
28839600	0	-0.0413606000
28843200	0	-0.0413606000
28846800	0	-0.0413606000
28850400	0	-0.0413606000
28854000	0	-0.0413606000
28857600	0	-0.0310444400
28861200	0	-0.0310444400
28864800	0.3	-0.0310444400
28868400	0.4	-0.0310444400
28872000	0.4	-0.0310444400
28875600	0.4	-0.0310444400
28879200	0.2	-0.0310444400
28882800	0	-0.0310444400
28886400	0	-0.0310444400
28890000	0	-0.0310444400
28893600	0	-0.0310444400
28897200	0	-0.0310444400
28900800	0	-0.0310444400
28904400	0	-0.0310444400
28908000	0	-0.0310444400
28911600	0	-0.0310444400
28915200	0	-0.0310444400
28918800	0	-0.0310444400
28922400	0	-0.0310444400
28926000	0	-0.0310444400
28929600	0	-0.0310444400
28933200	0	-0.0310444400
28936800	0	-0.0310444400
28940400	0	-0.0310444400
28944000	0	-0.0236722600
28947600	0	-0.0236722600
28951200	0.3	-0.0236722600
28954800	0.4	-0.0236722600
28958400	0.4	-0.0236722600
28962000	0.4	-0.0236722600
28965600	0.2	-0.0236722600
28969200	0	-0.0236722600
28972800	0	-0.0236722600
28976400	0	-0.0236722600
28980000	0	-0.0236722600
28983600	0	-0.0236722600
28987200	0	-0.0236722600
28990800	0	-0.0236722600
28994400	0	-0.0236722600
28998000	0	-0.0236722600
29001600	0	-0.0236722600
29005200	0	-0.0236722600
29008800	0	-0.0236722600
29012400	0	-0.0236722600
29016000	0	-0.0236722600
29019600	0	-0.0236722600
29023200	0	-0.0236722600
29026800	0	-0.0236722600
29030400	0	-0.0276552500
29034000	0	-0.0276552500
29037600	0	-0.0276552500
29041200	0	-0.0276552500
29044800	0	-0.0276552500
29048400	0	-0.0276552500
29052000	0	-0.0276552500
29055600	0	-0.0276552500
29059200	0	-0.0276552500
29062800	0	-0.0276552500
29066400	0	-0.0276552500
29070000	0	-0.0276552500
29073600	0	-0.0276552500
29077200	0	-0.0276552500
29080800	0	-0.0276552500
29084400	0	-0.0276552500
29088000	0	-0.0276552500
29091600	0	-0.0276552500
29095200	0	-0.0276552500
29098800	0	-0.0276552500
29102400	0	-0.0276552500
29106000	0	-0.0276552500
29109600	0	-0.0276552500
29113200	0	-0.0276552500
29116800	0	-0.0359289900
29120400	0	-0.0359289900
29124000	0	-0.0359289900
29127600	0	-0.0359289900
29131200	0	-0.0359289900
29134800	0	-0.0359289900
29138400	0	-0.0359289900
29142000	0	-0.0359289900
29145600	0	-0.0359289900
29149200	0.1	-0.0359289900
29152800	0.2	-0.0359289900
29156400	0	-0.0359289900
29160000	0	-0.0359289900
29163600	0	-0.0359289900
29167200	0	-0.0359289900
29170800	0	-0.0359289900
29174400	0	-0.0359289900
29178000	0	-0.0359289900
29181600	0	-0.0359289900
29185200	0	-0.0359289900
29188800	0	-0.0359289900
29192400	0	-0.0359289900
29196000	0	-0.0359289900
29199600	0	-0.0359289900
29203200	0	-0.0487817200
29206800	0	-0.0487817200
29210400	0	-0.0487817200
29214000	0	-0.0487817200
29217600	0	-0.0487817200
29221200	0	-0.0487817200
29224800	0	-0.0487817200
29228400	0	-0.0487817200
29232000	0	-0.0487817200
29235600	0	-0.0487817200
29239200	0	-0.0487817200
29242800	0	-0.0487817200
29246400	0	-0.0487817200
29250000	0	-0.0487817200
29253600	0	-0.0487817200
29257200	0	-0.0487817200
29260800	0	-0.0487817200
29264400	0	-0.0487817200
29268000	0	-0.0487817200
29271600	0	-0.0487817200
29275200	0	-0.0487817200
29278800	0	-0.0487817200
29282400	0	-0.0487817200
29286000	0	-0.0487817200
29289600	0	-0.0560604200
29293200	0	-0.0560604200
29296800	0	-0.0560604200
29300400	0.1	-0.0560604200
29304000	0	-0.0560604200
29307600	0	-0.0560604200
29311200	0	-0.0560604200
29314800	0.1	-0.0560604200
29318400	0	-0.0560604200
29322000	0.1	-0.0560604200
29325600	0.1	-0.0560604200
29329200	0.2	-0.0560604200
29332800	0	-0.0560604200
29336400	0.1	-0.0560604200
29340000	1.8	-0.0560604200
29343600	0	-0.0560604200
29347200	0.1	-0.0560604200
29350800	0.2	-0.0560604200
29354400	0	-0.0560604200
29358000	0	-0.0560604200
29361600	0.6	-0.0560604200
29365200	0	-0.0560604200
29368800	0	-0.0560604200
29372400	0	-0.0560604200
29376000	0	-0.0497203400
29379600	0	-0.0497203400
29383200	0.2	-0.0497203400
29386800	0.3	-0.0497203400
29390400	0.4	-0.0497203400
29394000	0.5	-0.0497203400
29397600	0.6	-0.0497203400
29401200	0.2	-0.0497203400
29404800	0.1	-0.0497203400
29408400	0.1	-0.0497203400
29412000	0	-0.0497203400
29415600	0	-0.0497203400
29419200	0.1	-0.0497203400
29422800	0	-0.0497203400
29426400	0	-0.0497203400
29430000	0	-0.0497203400
29433600	0	-0.0497203400
29437200	0	-0.0497203400
29440800	0	-0.0497203400
29444400	0	-0.0497203400
29448000	0	-0.0497203400
29451600	0	-0.0497203400
29455200	0	-0.0497203400
29458800	0	-0.0497203400
29462400	0	-0.0471714400
29466000	0	-0.0471714400
29469600	0	-0.0471714400
29473200	0	-0.0471714400
29476800	0	-0.0471714400
29480400	0	-0.0471714400
29484000	0	-0.0471714400
29487600	0	-0.0471714400
29491200	0	-0.0471714400
29494800	0	-0.0471714400
29498400	0	-0.0471714400
29502000	0	-0.0471714400
29505600	0	-0.0471714400
29509200	0	-0.0471714400
29512800	0	-0.0471714400
29516400	0	-0.0471714400
29520000	0	-0.0471714400
29523600	0	-0.0471714400
29527200	0	-0.0471714400
29530800	0	-0.0471714400
29534400	0	-0.0471714400
29538000	0	-0.0471714400
29541600	0	-0.0471714400
29545200	0	-0.0471714400
29548800	0	-0.0360461800
29552400	0	-0.0360461800
29556000	0	-0.0360461800
29559600	0	-0.0360461800
29563200	0	-0.0360461800
29566800	0	-0.0360461800
29570400	0	-0.0360461800
29574000	0	-0.0360461800
29577600	0	-0.0360461800
29581200	0	-0.0360461800
29584800	0	-0.0360461800
29588400	0	-0.0360461800
29592000	0	-0.0360461800
29595600	0	-0.0360461800
29599200	0	-0.0360461800
29602800	0	-0.0360461800
29606400	0	-0.0360461800
29610000	0	-0.0360461800
29613600	0	-0.0360461800
29617200	0	-0.0360461800
29620800	0	-0.0360461800
29624400	0	-0.0360461800
29628000	0	-0.0360461800
29631600	0	-0.0360461800
29635200	0	-0.0278586000
29638800	0	-0.0278586000
29642400	0	-0.0278586000
29646000	0	-0.0278586000
29649600	0.4	-0.0278586000
29653200	0.4	-0.0278586000
29656800	0	-0.0278586000
29660400	0	-0.0278586000
29664000	0	-0.0278586000
29667600	0	-0.0278586000
29671200	0	-0.0278586000
29674800	0	-0.0278586000
29678400	0.5	-0.0278586000
29682000	0	-0.0278586000
29685600	0	-0.0278586000
29689200	0	-0.0278586000
29692800	0	-0.0278586000
29696400	0	-0.0278586000
29700000	0	-0.0278586000
29703600	0	-0.0278586000
29707200	0	-0.0278586000
29710800	0	-0.0278586000
29714400	0	-0.0278586000
29718000	0	-0.0278586000
29721600	0	-0.0496303400
29725200	0	-0.0496303400
29728800	0	-0.0496303400
29732400	0	-0.0496303400
29736000	0	-0.0496303400
29739600	0	-0.0496303400
29743200	0	-0.0496303400
29746800	0	-0.0496303400
29750400	0	-0.0496303400
29754000	0	-0.0496303400
29757600	0	-0.0496303400
29761200	0	-0.0496303400
29764800	0	-0.0496303400
29768400	0	-0.0496303400
29772000	0	-0.0496303400
29775600	0.2	-0.0496303400
29779200	0.3	-0.0496303400
29782800	0	-0.0496303400
29786400	0	-0.0496303400
29790000	0	-0.0496303400
29793600	0	-0.0496303400
29797200	0	-0.0496303400
29800800	0	-0.0496303400
29804400	0	-0.0496303400
29808000	0	-0.0577523700
29811600	0	-0.0577523700
29815200	0	-0.0577523700
29818800	0	-0.0577523700
29822400	0	-0.0577523700
29826000	0	-0.0577523700
29829600	0	-0.0577523700
29833200	0	-0.0577523700
29836800	0	-0.0577523700
29840400	0	-0.0577523700
29844000	0	-0.0577523700
29847600	0	-0.0577523700
29851200	0	-0.0577523700
29854800	0	-0.0577523700
29858400	0	-0.0577523700
29862000	0	-0.0577523700
29865600	0.1	-0.0577523700
29869200	0.7	-0.0577523700
29872800	0	-0.0577523700
29876400	0	-0.0577523700
29880000	0	-0.0577523700
29883600	0	-0.0577523700
29887200	0	-0.0577523700
29890800	0	-0.0577523700
29894400	0	-0.0390736800
29898000	0	-0.0390736800
29901600	0	-0.0390736800
29905200	0	-0.0390736800
29908800	0	-0.0390736800
29912400	0	-0.0390736800
29916000	0	-0.0390736800
29919600	0	-0.0390736800
29923200	0	-0.0390736800
29926800	0	-0.0390736800
29930400	0	-0.0390736800
29934000	0	-0.0390736800
29937600	0	-0.0390736800
29941200	0	-0.0390736800
29944800	0	-0.0390736800
29948400	0	-0.0390736800
29952000	0	-0.0390736800
29955600	0	-0.0390736800
29959200	0	-0.0390736800
29962800	0	-0.0390736800
29966400	0	-0.0390736800
29970000	0	-0.0390736800
29973600	0	-0.0390736800
29977200	0	-0.0390736800
29980800	0	-0.0542114500
29984400	0	-0.0542114500
29988000	0	-0.0542114500
29991600	0	-0.0542114500
29995200	0	-0.0542114500
29998800	0	-0.0542114500
30002400	0	-0.0542114500
30006000	0	-0.0542114500
30009600	0	-0.0542114500
30013200	0	-0.0542114500
30016800	0	-0.0542114500
30020400	0	-0.0542114500
30024000	0	-0.0542114500
30027600	0	-0.0542114500
30031200	0	-0.0542114500
30034800	0	-0.0542114500
30038400	0	-0.0542114500
30042000	0	-0.0542114500
30045600	0	-0.0542114500
30049200	0	-0.0542114500
30052800	0	-0.0542114500
30056400	0	-0.0542114500
30060000	0	-0.0542114500
30063600	0	-0.0542114500
30067200	0	-0.0485705200
30070800	0	-0.0485705200
30074400	0	-0.0485705200
30078000	0	-0.0485705200
30081600	0	-0.0485705200
30085200	0	-0.0485705200
30088800	0	-0.0485705200
30092400	0	-0.0485705200
30096000	0	-0.0485705200
30099600	0	-0.0485705200
30103200	0	-0.0485705200
30106800	0	-0.0485705200
30110400	0	-0.0485705200
30114000	0	-0.0485705200
30117600	0	-0.0485705200
30121200	0	-0.0485705200
30124800	0	-0.0485705200
30128400	0	-0.0485705200
30132000	0	-0.0485705200
30135600	0	-0.0485705200
30139200	0	-0.0485705200
30142800	0	-0.0485705200
30146400	0	-0.0485705200
30150000	0	-0.0485705200
30153600	0	-0.0423462400
30157200	0	-0.0423462400
30160800	0	-0.0423462400
30164400	0.2	-0.0423462400
30168000	0.4	-0.0423462400
30171600	0	-0.0423462400
30175200	0	-0.0423462400
30178800	0	-0.0423462400
30182400	0	-0.0423462400
30186000	0	-0.0423462400
30189600	0	-0.0423462400
30193200	0	-0.0423462400
30196800	0	-0.0423462400
30200400	0	-0.0423462400
30204000	0	-0.0423462400
30207600	0	-0.0423462400
30211200	0	-0.0423462400
30214800	0	-0.0423462400
30218400	0	-0.0423462400
30222000	0	-0.0423462400
30225600	0	-0.0423462400
30229200	0	-0.0423462400
30232800	0	-0.0423462400
30236400	0	-0.0423462400
30240000	0	-0.0365330600
30243600	0	-0.0365330600
30247200	0	-0.0365330600
30250800	0	-0.0365330600
30254400	0	-0.0365330600
30258000	0.1	-0.0365330600
30261600	1.2	-0.0365330600
30265200	0.5	-0.0365330600
30268800	0	-0.0365330600
30272400	0	-0.0365330600
30276000	0	-0.0365330600
30279600	0	-0.0365330600
30283200	0	-0.0365330600
30286800	0	-0.0365330600
30290400	0	-0.0365330600
30294000	0	-0.0365330600
30297600	0	-0.0365330600
30301200	0	-0.0365330600
30304800	0	-0.0365330600
30308400	0	-0.0365330600
30312000	0	-0.0365330600
30315600	0	-0.0365330600
30319200	0	-0.0365330600
30322800	0	-0.0365330600
30326400	0	-0.0189794100
30330000	0	-0.0189794100
30333600	0	-0.0189794100
30337200	0	-0.0189794100
30340800	0	-0.0189794100
30344400	0	-0.0189794100
30348000	0	-0.0189794100
30351600	0	-0.0189794100
30355200	0	-0.0189794100
30358800	0	-0.0189794100
30362400	0	-0.0189794100
30366000	0	-0.0189794100
30369600	0	-0.0189794100
30373200	0	-0.0189794100
30376800	0	-0.0189794100
30380400	0	-0.0189794100
30384000	0	-0.0189794100
30387600	0	-0.0189794100
30391200	0	-0.0189794100
30394800	0.2	-0.0189794100
30398400	0	-0.0189794100
30402000	0	-0.0189794100
30405600	0	-0.0189794100
30409200	0	-0.0189794100
30412800	0	-0.0194909000
30416400	0	-0.0194909000
30420000	0	-0.0194909000
30423600	0	-0.0194909000
30427200	0	-0.0194909000
30430800	0	-0.0194909000
30434400	0	-0.0194909000
30438000	0	-0.0194909000
30441600	0	-0.0194909000
30445200	0	-0.0194909000
30448800	0	-0.0194909000
30452400	0	-0.0194909000
30456000	0	-0.0194909000
30459600	0	-0.0194909000
30463200	1.1	-0.0194909000
30466800	0.6	-0.0194909000
30470400	0	-0.0194909000
30474000	0	-0.0194909000
30477600	0.1	-0.0194909000
30481200	0	-0.0194909000
30484800	0	-0.0194909000
30488400	0	-0.0194909000
30492000	0	-0.0194909000
30495600	0	-0.0194909000
30499200	0	-0.0302569500
30502800	0	-0.0302569500
30506400	0	-0.0302569500
30510000	0	-0.0302569500
30513600	0	-0.0302569500
30517200	0	-0.0302569500
30520800	0	-0.0302569500
30524400	0	-0.0302569500
30528000	0	-0.0302569500
30531600	0	-0.0302569500
30535200	0	-0.0302569500
30538800	0	-0.0302569500
30542400	0	-0.0302569500
30546000	0	-0.0302569500
30549600	0	-0.0302569500
30553200	0	-0.0302569500
30556800	0	-0.0302569500
30560400	0	-0.0302569500
30564000	0	-0.0302569500
30567600	0	-0.0302569500
30571200	0	-0.0302569500
30574800	0	-0.0302569500
30578400	0	-0.0302569500
30582000	0	-0.0302569500
30585600	0	-0.0456332600
30589200	0	-0.0456332600
30592800	0	-0.0456332600
30596400	0	-0.0456332600
30600000	0	-0.0456332600
30603600	0	-0.0456332600
30607200	0	-0.0456332600
30610800	0	-0.0456332600
30614400	0	-0.0456332600
30618000	0	-0.0456332600
30621600	0	-0.0456332600
30625200	0	-0.0456332600
30628800	0	-0.0456332600
30632400	0	-0.0456332600
30636000	0	-0.0456332600
30639600	0	-0.0456332600
30643200	0	-0.0456332600
30646800	0.4	-0.0456332600
30650400	0.7	-0.0456332600
30654000	0.2	-0.0456332600
30657600	0	-0.0456332600
30661200	0	-0.0456332600
30664800	0	-0.0456332600
30668400	0	-0.0456332600
30672000	0	-0.0586833700
30675600	0	-0.0586833700
30679200	0	-0.0586833700
30682800	0	-0.0586833700
30686400	0	-0.0586833700
30690000	0	-0.0586833700
30693600	0	-0.0586833700
30697200	0	-0.0586833700
30700800	0	-0.0586833700
30704400	0	-0.0586833700
30708000	0	-0.0586833700
30711600	0	-0.0586833700
30715200	0	-0.0586833700
30718800	0	-0.0586833700
30722400	0	-0.0586833700
30726000	0	-0.0586833700
30729600	0	-0.0586833700
30733200	0	-0.0586833700
30736800	0	-0.0586833700
30740400	0	-0.0586833700
30744000	0	-0.0586833700
30747600	0	-0.0586833700
30751200	0	-0.0586833700
30754800	0	-0.0586833700
30758400	0	-0.0606381500
30762000	0	-0.0606381500
30765600	0	-0.0606381500
30769200	0	-0.0606381500
30772800	0	-0.0606381500
30776400	0	-0.0606381500
30780000	0	-0.0606381500
30783600	0.1	-0.0606381500
30787200	0	-0.0606381500
30790800	0.3	-0.0606381500
30794400	0	-0.0606381500
30798000	0	-0.0606381500
30801600	0.4	-0.0606381500
30805200	0.2	-0.0606381500
30808800	0.1	-0.0606381500
30812400	0	-0.0606381500
30816000	0	-0.0606381500
30819600	0	-0.0606381500
30823200	0	-0.0606381500
30826800	0	-0.0606381500
30830400	0	-0.0606381500
30834000	0	-0.0606381500
30837600	0	-0.0606381500
30841200	0	-0.0606381500
30844800	0	-0.0733868700
30848400	0	-0.0733868700
30852000	0	-0.0733868700
30855600	0	-0.0733868700
30859200	0	-0.0733868700
30862800	0	-0.0733868700
30866400	0	-0.0733868700
30870000	0	-0.0733868700
30873600	0	-0.0733868700
30877200	0	-0.0733868700
30880800	0	-0.0733868700
30884400	0	-0.0733868700
30888000	0	-0.0733868700
30891600	0	-0.0733868700
30895200	0	-0.0733868700
30898800	0	-0.0733868700
30902400	0	-0.0733868700
30906000	0	-0.0733868700
30909600	0	-0.0733868700
30913200	0	-0.0733868700
30916800	0	-0.0733868700
30920400	0	-0.0733868700
30924000	0	-0.0733868700
30927600	0	-0.0733868700
30931200	0	-0.0476701000
30934800	0	-0.0476701000
30938400	0	-0.0476701000
30942000	0	-0.0476701000
30945600	0	-0.0476701000
30949200	0	-0.0476701000
30952800	0	-0.0476701000
30956400	0	-0.0476701000
30960000	0	-0.0476701000
30963600	0	-0.0476701000
30967200	0	-0.0476701000
30970800	0	-0.0476701000
30974400	0	-0.0476701000
30978000	0	-0.0476701000
30981600	0	-0.0476701000
30985200	0	-0.0476701000
30988800	0	-0.0476701000
30992400	0	-0.0476701000
30996000	0	-0.0476701000
30999600	0	-0.0476701000
31003200	0	-0.0476701000
31006800	0	-0.0476701000
31010400	0	-0.0476701000
31014000	0	-0.0476701000
31017600	0	-0.0317466100
31021200	0	-0.0317466100
31024800	0	-0.0317466100
31028400	0	-0.0317466100
31032000	0	-0.0317466100
31035600	0	-0.0317466100
31039200	0	-0.0317466100
31042800	0	-0.0317466100
31046400	0	-0.0317466100
31050000	0	-0.0317466100
31053600	0	-0.0317466100
31057200	0	-0.0317466100
31060800	0	-0.0317466100
31064400	0	-0.0317466100
31068000	0	-0.0317466100
31071600	0	-0.0317466100
31075200	0	-0.0317466100
31078800	0	-0.0317466100
31082400	0	-0.0317466100
31086000	0	-0.0317466100
31089600	0	-0.0317466100
31093200	0	-0.0317466100
31096800	0	-0.0317466100
31100400	0	-0.0317466100
31104000	0	-0.0346675800
31107600	0	-0.0346675800
31111200	0	-0.0346675800
31114800	0	-0.0346675800
31118400	0	-0.0346675800
31122000	0	-0.0346675800
31125600	0	-0.0346675800
31129200	0	-0.0346675800
31132800	0	-0.0346675800
31136400	0	-0.0346675800
31140000	0	-0.0346675800
31143600	0	-0.0346675800
31147200	0	-0.0346675800
31150800	0	-0.0346675800
31154400	0	-0.0346675800
31158000	0	-0.0346675800
31161600	0	-0.0346675800
31165200	0	-0.0346675800
31168800	0	-0.0346675800
31172400	0	-0.0346675800
31176000	0	-0.0346675800
31179600	0	-0.0346675800
31183200	0	-0.0346675800
31186800	0	-0.0346675800
31190400	0	-0.0406872300
31194000	0	-0.0406872300
31197600	0	-0.0406872300
31201200	0	-0.0406872300
31204800	0	-0.0406872300
31208400	0	-0.0406872300
31212000	0	-0.0406872300
31215600	0	-0.0406872300
31219200	0	-0.0406872300
31222800	0	-0.0406872300
31226400	0	-0.0406872300
31230000	0	-0.0406872300
31233600	0	-0.0406872300
31237200	0	-0.0406872300
31240800	0	-0.0406872300
31244400	0	-0.0406872300
31248000	0	-0.0406872300
31251600	0	-0.0406872300
31255200	0	-0.0406872300
31258800	0	-0.0406872300
31262400	0	-0.0406872300
31266000	0	-0.0406872300
31269600	0	-0.0406872300
31273200	0	-0.0406872300
31276800	0	-0.0329920000
31280400	0	-0.0329920000
31284000	0	-0.0329920000
31287600	0	-0.0329920000
31291200	0	-0.0329920000
31294800	0	-0.0329920000
31298400	0	-0.0329920000
31302000	0	-0.0329920000
31305600	0	-0.0329920000
31309200	0	-0.0329920000
31312800	0	-0.0329920000
31316400	0	-0.0329920000
31320000	0	-0.0329920000
31323600	0	-0.0329920000
31327200	0	-0.0329920000
31330800	0	-0.0329920000
31334400	0	-0.0329920000
31338000	0	-0.0329920000
31341600	0	-0.0329920000
31345200	0	-0.0329920000
31348800	0	-0.0329920000
31352400	0	-0.0329920000
31356000	0	-0.0329920000
31359600	0	-0.0329920000
31363200	0	-0.0323208000
31366800	0	-0.0323208000
31370400	0	-0.0323208000
31374000	0	-0.0323208000
31377600	0	-0.0323208000
31381200	0.2	-0.0323208000
31384800	0.8	-0.0323208000
31388400	1.6	-0.0323208000
31392000	2.3	-0.0323208000
31395600	1.9	-0.0323208000
31399200	1.3	-0.0323208000
31402800	0.9	-0.0323208000
31406400	0.2	-0.0323208000
31410000	0.7	-0.0323208000
31413600	0.3	-0.0323208000
31417200	0	-0.0323208000
31420800	0	-0.0323208000
31424400	0.1	-0.0323208000
31428000	0	-0.0323208000
31431600	0	-0.0323208000
31435200	0	-0.0323208000
31438800	0	-0.0323208000
31442400	0	-0.0323208000
31446000	0	-0.0323208000
31449600	0	-0.0750730700
31453200	0	-0.0750730700
31456800	0	-0.0750730700
31460400	0	-0.0750730700
31464000	0	-0.0750730700
31467600	0	-0.0750730700
31471200	0	-0.0750730700
31474800	0	-0.0750730700
31478400	0	-0.0750730700
31482000	0	-0.0750730700
31485600	0	-0.0750730700
31489200	0	-0.0750730700
31492800	0	-0.0750730700
31496400	0	-0.0750730700
31500000	0	-0.0750730700
31503600	0	-0.0750730700
31507200	0	-0.0750730700
31510800	0	-0.0750730700
31514400	0	-0.0750730700
31518000	0	-0.0750730700
31521600	0	-0.0750730700
31525200	0	-0.0750730700
31528800	0	-0.0750730700
31532400	0	-0.0750730700
31536000	0	-0.0591298200
31539600	0	-0.0591298200
31543200	0	-0.0591298200
31546800	0	-0.0591298200
31550400	0	-0.0591298200
31554000	0	-0.0591298200
31557600	0	-0.0591298200
31561200	0	-0.0591298200
31564800	0	-0.0591298200
31568400	0	-0.0591298200
31572000	0	-0.0591298200
31575600	0	-0.0591298200
31579200	0	-0.0591298200
31582800	0	-0.0591298200
31586400	0.1	-0.0591298200
31590000	1	-0.0591298200
31593600	0.7	-0.0591298200
31597200	0.1	-0.0591298200
31600800	0	-0.0591298200
31604400	0	-0.0591298200
31608000	0	-0.0591298200
31611600	0	-0.0591298200
31615200	0	-0.0591298200
31618800	0	-0.0591298200
31622400	0	-0.0477156200
31626000	0	-0.0477156200
31629600	0	-0.0477156200
31633200	0	-0.0477156200
31636800	0.1	-0.0477156200
31640400	0.2	-0.0477156200
31644000	0.8	-0.0477156200
31647600	0.2	-0.0477156200
31651200	0.7	-0.0477156200
31654800	0.6	-0.0477156200
31658400	0.1	-0.0477156200
31662000	0	-0.0477156200
31665600	0	-0.0477156200
31669200	0	-0.0477156200
31672800	0	-0.0477156200
31676400	0	-0.0477156200
31680000	0	-0.0477156200
31683600	0	-0.0477156200
31687200	0	-0.0477156200
31690800	0	-0.0477156200
31694400	0	-0.0477156200
31698000	0	-0.0477156200
31701600	0	-0.0477156200
31705200	0	-0.0477156200
31708800	0	-0.0530586300
31712400	0	-0.0530586300
31716000	0	-0.0530586300
31719600	0	-0.0530586300
31723200	0	-0.0530586300
31726800	0	-0.0530586300
31730400	0	-0.0530586300
31734000	0	-0.0530586300
31737600	0	-0.0530586300
31741200	0	-0.0530586300
31744800	0	-0.0530586300
31748400	0	-0.0530586300
31752000	0	-0.0530586300
31755600	0	-0.0530586300
31759200	0	-0.0530586300
31762800	0	-0.0530586300
31766400	0	-0.0530586300
31770000	0	-0.0530586300
31773600	0	-0.0530586300
31777200	0	-0.0530586300
31780800	0	-0.0530586300
31784400	0	-0.0530586300
31788000	0	-0.0530586300
31791600	0	-0.0530586300
31795200	0	-0.0640603100
31798800	0	-0.0640603100
31802400	0	-0.0640603100
31806000	0	-0.0640603100
31809600	0	-0.0640603100
31813200	0	-0.0640603100
31816800	0	-0.0640603100
31820400	0	-0.0640603100
31824000	0	-0.0640603100
31827600	0	-0.0640603100
31831200	0	-0.0640603100
31834800	0	-0.0640603100
31838400	0.2	-0.0640603100
31842000	0	-0.0640603100
31845600	0	-0.0640603100
31849200	0	-0.0640603100
31852800	0	-0.0640603100
31856400	0	-0.0640603100
31860000	0	-0.0640603100
31863600	0	-0.0640603100
31867200	0	-0.0640603100
31870800	0	-0.0640603100
31874400	0.1	-0.0640603100
31878000	0	-0.0640603100
31881600	0	-0.0669370000
31885200	0	-0.0669370000
31888800	0	-0.0669370000
31892400	0	-0.0669370000
31896000	0	-0.0669370000
31899600	0	-0.0669370000
31903200	0	-0.0669370000
31906800	0.3	-0.0669370000
31910400	0.6	-0.0669370000
31914000	1.8	-0.0669370000
31917600	0.9	-0.0669370000
31921200	1.9	-0.0669370000
31924800	2.5	-0.0669370000
31928400	0	-0.0669370000
31932000	0	-0.0669370000
31935600	0	-0.0669370000
31939200	1	-0.0669370000
31942800	0	-0.0669370000
31946400	0	-0.0669370000
31950000	0	-0.0669370000
31953600	0	-0.0669370000
31957200	0	-0.0669370000
31960800	0	-0.0669370000
31964400	0	-0.0669370000
31968000	0	-0.0743772000
31971600	0.1	-0.0743772000
31975200	0	-0.0743772000
31978800	0	-0.0743772000
31982400	0	-0.0743772000
31986000	0	-0.0743772000
31989600	0	-0.0743772000
31993200	0	-0.0743772000
31996800	0	-0.0743772000
32000400	0	-0.0743772000
32004000	0	-0.0743772000
32007600	0	-0.0743772000
32011200	0	-0.0743772000
32014800	0	-0.0743772000
32018400	0	-0.0743772000
32022000	0	-0.0743772000
32025600	0	-0.0743772000
32029200	0	-0.0743772000
32032800	0	-0.0743772000
32036400	0	-0.0743772000
32040000	0	-0.0743772000
32043600	0.3	-0.0743772000
32047200	0.5	-0.0743772000
32050800	0	-0.0743772000
32054400	0	-0.0573518400
32058000	0	-0.0573518400
32061600	0.4	-0.0573518400
32065200	4.3	-0.0573518400
32068800	0	-0.0573518400
32072400	0	-0.0573518400
32076000	0	-0.0573518400
32079600	0	-0.0573518400
32083200	0	-0.0573518400
32086800	0	-0.0573518400
32090400	0	-0.0573518400
32094000	0	-0.0573518400
32097600	0	-0.0573518400
32101200	0	-0.0573518400
32104800	0	-0.0573518400
32108400	0	-0.0573518400
32112000	0	-0.0573518400
32115600	0.1	-0.0573518400
32119200	0.3	-0.0573518400
32122800	0.4	-0.0573518400
32126400	0.1	-0.0573518400
32130000	0	-0.0573518400
