#Cas(sec) 	#srazky(mm)	#Vypary(mm)
9918000	0	-0.0910489000
9921600	0.2	-0.0910489000
9925200	0.8	-0.0910489000
9928800	0.6	-0.0910489000
9932400	0.5	-0.0910489000
9936000	0	-0.0609787600
9939600	0.1	-0.0609787600
9943200	0	-0.0609787600
9946800	0.5	-0.0609787600
9950400	0.6	-0.0609787600
9954000	0.4	-0.0609787600
9957600	0.2	-0.0609787600
9961200	0.4	-0.0609787600
9964800	0.1	-0.0609787600
9968400	0.3	-0.0609787600
9972000	0.6	-0.0609787600
9975600	0.2	-0.0609787600
9979200	0.7	-0.0609787600
9982800	0.4	-0.0609787600
9986400	0.4	-0.0609787600
9990000	0.2	-0.0609787600
9993600	0	-0.0609787600
9997200	0.3	-0.0609787600
10000800	0	-0.0609787600
10004400	0	-0.0609787600
10008000	0.1	-0.0609787600
10011600	0	-0.0609787600
10015200	0	-0.0609787600
10018800	0	-0.0609787600
10022400	0	-0.0694589700
10026000	0	-0.0694589700
10029600	0	-0.0694589700
10033200	0	-0.0694589700
10036800	0	-0.0694589700
10040400	0	-0.0694589700
10044000	0	-0.0694589700
10047600	0.1	-0.0694589700
10051200	0	-0.0694589700
10054800	0	-0.0694589700
10058400	0	-0.0694589700
10062000	0	-0.0694589700
10065600	0	-0.0694589700
10069200	0	-0.0694589700
10072800	0	-0.0694589700
10076400	0	-0.0694589700
10080000	0.1	-0.0694589700
10083600	0	-0.0694589700
10087200	0	-0.0694589700
10090800	0	-0.0694589700
10094400	0	-0.0694589700
10098000	0	-0.0694589700
10101600	0	-0.0694589700
10105200	0.3	-0.0694589700
10108800	0.4	-0.0630302700
10112400	0.3	-0.0630302700
10116000	0.4	-0.0630302700
10119600	0.9	-0.0630302700
10123200	0.7	-0.0630302700
10126800	0.7	-0.0630302700
10130400	0.2	-0.0630302700
10134000	0.1	-0.0630302700
10137600	0.1	-0.0630302700
10141200	0	-0.0630302700
10144800	0	-0.0630302700
10148400	0	-0.0630302700
10152000	0	-0.0630302700
10155600	0	-0.0630302700
10159200	0	-0.0630302700
10162800	0	-0.0630302700
10166400	0.5	-0.0630302700
10170000	1.4	-0.0630302700
10173600	0.7	-0.0630302700
10177200	0.3	-0.0630302700
10180800	0.4	-0.0630302700
10184400	0	-0.0630302700
10188000	0.1	-0.0630302700
10191600	0	-0.0630302700
10195200	0	-0.0732408600
10198800	0	-0.0732408600
10202400	0	-0.0732408600
10206000	0	-0.0732408600
10209600	0	-0.0732408600
10213200	0	-0.0732408600
10216800	0	-0.0732408600
10220400	0	-0.0732408600
10224000	0	-0.0732408600
10227600	0	-0.0732408600
10231200	0	-0.0732408600
10234800	0	-0.0732408600
10238400	0	-0.0732408600
10242000	0.1	-0.0732408600
10245600	0	-0.0732408600
10249200	0.1	-0.0732408600
10252800	0	-0.0732408600
10256400	0	-0.0732408600
10260000	0	-0.0732408600
10263600	0	-0.0732408600
10267200	0	-0.0732408600
10270800	0	-0.0732408600
10274400	0	-0.0732408600
10278000	0	-0.0732408600
10281600	0	-0.0841360200
10285200	0	-0.0841360200
10288800	0	-0.0841360200
10292400	0	-0.0841360200
10296000	0	-0.0841360200
10299600	0	-0.0841360200
10303200	0	-0.0841360200
10306800	0	-0.0841360200
10310400	0	-0.0841360200
10314000	0	-0.0841360200
10317600	0	-0.0841360200
10321200	0	-0.0841360200
10324800	0	-0.0841360200
10328400	0	-0.0841360200
10332000	0	-0.0841360200
10335600	0	-0.0841360200
10339200	0	-0.0841360200
10342800	0	-0.0841360200
10346400	0	-0.0841360200
10350000	0	-0.0841360200
10353600	0	-0.0841360200
10357200	0	-0.0841360200
10360800	0	-0.0841360200
10364400	0	-0.0841360200
10368000	0	-0.0917275500
10371600	0	-0.0917275500
10375200	0	-0.0917275500
10378800	0	-0.0917275500
10382400	0	-0.0917275500
10386000	0	-0.0917275500
10389600	0	-0.0917275500
10393200	0	-0.0917275500
10396800	0	-0.0917275500
10400400	0	-0.0917275500
10404000	0	-0.0917275500
10407600	0	-0.0917275500
10411200	0	-0.0917275500
10414800	0	-0.0917275500
10418400	0	-0.0917275500
10422000	0	-0.0917275500
10425600	0	-0.0917275500
10429200	0	-0.0917275500
10432800	0	-0.0917275500
10436400	0	-0.0917275500
10440000	0	-0.0917275500
10443600	0	-0.0917275500
10447200	0	-0.0917275500
10450800	0	-0.0917275500
10454400	0	-0.0949990700
10458000	0	-0.0949990700
10461600	0	-0.0949990700
10465200	0	-0.0949990700
10468800	0	-0.0949990700
10472400	0.9	-0.0949990700
10476000	1.1	-0.0949990700
10479600	0	-0.0949990700
10483200	0	-0.0949990700
10486800	0	-0.0949990700
10490400	0	-0.0949990700
10494000	0	-0.0949990700
10497600	0	-0.0949990700
10501200	0	-0.0949990700
10504800	0	-0.0949990700
10508400	0	-0.0949990700
10512000	0	-0.0949990700
10515600	0	-0.0949990700
10519200	0	-0.0949990700
10522800	0	-0.0949990700
10526400	0	-0.0949990700
10530000	0	-0.0949990700
10533600	0	-0.0949990700
10537200	0	-0.0949990700
10540800	0	-0.0896405300
10544400	0	-0.0896405300
10548000	0	-0.0896405300
10551600	0	-0.0896405300
10555200	0	-0.0896405300
10558800	0	-0.0896405300
10562400	0	-0.0896405300
10566000	0	-0.0896405300
10569600	0	-0.0896405300
10573200	0	-0.0896405300
10576800	0	-0.0896405300
10580400	0	-0.0896405300
10584000	0	-0.0896405300
10587600	0	-0.0896405300
10591200	0	-0.0896405300
10594800	0	-0.0896405300
10598400	0	-0.0896405300
10602000	0	-0.0896405300
10605600	0	-0.0896405300
10609200	0	-0.0896405300
10612800	0.2	-0.0896405300
10616400	0.5	-0.0896405300
10620000	0.1	-0.0896405300
10623600	0.5	-0.0896405300
10627200	0.4	-0.1027555400
10630800	0	-0.1027555400
10634400	0	-0.1027555400
10638000	0	-0.1027555400
10641600	0	-0.1027555400
10645200	0	-0.1027555400
10648800	0	-0.1027555400
10652400	0	-0.1027555400
10656000	0.2	-0.1027555400
10659600	0	-0.1027555400
10663200	0	-0.1027555400
10666800	0	-0.1027555400
10670400	0	-0.1027555400
10674000	0	-0.1027555400
10677600	0	-0.1027555400
10681200	0	-0.1027555400
10684800	0	-0.1027555400
10688400	0	-0.1027555400
10692000	0	-0.1027555400
10695600	0	-0.1027555400
10699200	0	-0.1027555400
10702800	1.9	-0.1027555400
10706400	4	-0.1027555400
10710000	0.1	-0.1027555400
10713600	0	-0.0872831000
10717200	0	-0.0872831000
10720800	0	-0.0872831000
10724400	0	-0.0872831000
10728000	0	-0.0872831000
10731600	0	-0.0872831000
10735200	0	-0.0872831000
10738800	0	-0.0872831000
10742400	0	-0.0872831000
10746000	0	-0.0872831000
10749600	0	-0.0872831000
10753200	0	-0.0872831000
10756800	0	-0.0872831000
10760400	0	-0.0872831000
10764000	0	-0.0872831000
10767600	0	-0.0872831000
10771200	0	-0.0872831000
10774800	0	-0.0872831000
10778400	0	-0.0872831000
10782000	0	-0.0872831000
10785600	0	-0.0872831000
10789200	0	-0.0872831000
10792800	0	-0.0872831000
10796400	0	-0.0872831000
10800000	0	-0.1082077300
10803600	0	-0.1082077300
10807200	0	-0.1082077300
10810800	0	-0.1082077300
10814400	0	-0.1082077300
10818000	0	-0.1082077300
10821600	0	-0.1082077300
10825200	0	-0.1082077300
10828800	0	-0.1082077300
10832400	0	-0.1082077300
10836000	0	-0.1082077300
10839600	0	-0.1082077300
10843200	0	-0.1082077300
10846800	0	-0.1082077300
10850400	0	-0.1082077300
10854000	0	-0.1082077300
10857600	0	-0.1082077300
10861200	0	-0.1082077300
10864800	0	-0.1082077300
10868400	0	-0.1082077300
10872000	0	-0.1082077300
10875600	0	-0.1082077300
10879200	0	-0.1082077300
10882800	0	-0.1082077300
10886400	0	-0.1051429400
10890000	0	-0.1051429400
10893600	0	-0.1051429400
10897200	0	-0.1051429400
10900800	0.4	-0.1051429400
10904400	0	-0.1051429400
10908000	0	-0.1051429400
10911600	0	-0.1051429400
10915200	0	-0.1051429400
10918800	0	-0.1051429400
10922400	0	-0.1051429400
10926000	0	-0.1051429400
10929600	0	-0.1051429400
10933200	0	-0.1051429400
10936800	0	-0.1051429400
10940400	0	-0.1051429400
10944000	0	-0.1051429400
10947600	0	-0.1051429400
10951200	0	-0.1051429400
10954800	0	-0.1051429400
10958400	0	-0.1051429400
10962000	0	-0.1051429400
10965600	0	-0.1051429400
10969200	0	-0.1051429400
10972800	0	-0.0968690100
10976400	0	-0.0968690100
10980000	0	-0.0968690100
10983600	0	-0.0968690100
10987200	0	-0.0968690100
10990800	0	-0.0968690100
10994400	0	-0.0968690100
10998000	0	-0.0968690100
11001600	0	-0.0968690100
11005200	0	-0.0968690100
11008800	0	-0.0968690100
11012400	0	-0.0968690100
11016000	0	-0.0968690100
11019600	0.6	-0.0968690100
11023200	0	-0.0968690100
11026800	0.1	-0.0968690100
11030400	0	-0.0968690100
11034000	0	-0.0968690100
11037600	0	-0.0968690100
11041200	0	-0.0968690100
11044800	0	-0.0968690100
11048400	0	-0.0968690100
11052000	0.5	-0.0968690100
11055600	0	-0.0968690100
11059200	0.1	-0.0632652200
11062800	0	-0.0632652200
11066400	0	-0.0632652200
11070000	0	-0.0632652200
11073600	0	-0.0632652200
11077200	0	-0.0632652200
11080800	0	-0.0632652200
11084400	0	-0.0632652200
11088000	0	-0.0632652200
11091600	0	-0.0632652200
11095200	0	-0.0632652200
11098800	0	-0.0632652200
11102400	0	-0.0632652200
11106000	0	-0.0632652200
11109600	0	-0.0632652200
11113200	0	-0.0632652200
11116800	0	-0.0632652200
11120400	0	-0.0632652200
11124000	0	-0.0632652200
11127600	0	-0.0632652200
11131200	0	-0.0632652200
11134800	0	-0.0632652200
11138400	0	-0.0632652200
11142000	0	-0.0632652200
11145600	0	-0.0684256000
11149200	0	-0.0684256000
11152800	0	-0.0684256000
11156400	0	-0.0684256000
11160000	0	-0.0684256000
11163600	0	-0.0684256000
11167200	0	-0.0684256000
11170800	0	-0.0684256000
11174400	0	-0.0684256000
11178000	0	-0.0684256000
11181600	0	-0.0684256000
11185200	0	-0.0684256000
11188800	0	-0.0684256000
11192400	0	-0.0684256000
11196000	0	-0.0684256000
11199600	0	-0.0684256000
11203200	0	-0.0684256000
11206800	0	-0.0684256000
11210400	0	-0.0684256000
11214000	0	-0.0684256000
11217600	0	-0.0684256000
11221200	0	-0.0684256000
11224800	0	-0.0684256000
11228400	0	-0.0684256000
11232000	0	-0.0963590300
11235600	0	-0.0963590300
11239200	0	-0.0963590300
11242800	0	-0.0963590300
11246400	0	-0.0963590300
11250000	0	-0.0963590300
11253600	0	-0.0963590300
11257200	0	-0.0963590300
11260800	0	-0.0963590300
11264400	0	-0.0963590300
11268000	0	-0.0963590300
11271600	0	-0.0963590300
11275200	0	-0.0963590300
11278800	0	-0.0963590300
11282400	0	-0.0963590300
11286000	0	-0.0963590300
11289600	0	-0.0963590300
11293200	0	-0.0963590300
11296800	0	-0.0963590300
11300400	0	-0.0963590300
11304000	0	-0.0963590300
11307600	0	-0.0963590300
11311200	0	-0.0963590300
11314800	0	-0.0963590300
11318400	0	-0.1177040300
11322000	0	-0.1177040300
11325600	0	-0.1177040300
11329200	0	-0.1177040300
11332800	0	-0.1177040300
11336400	0	-0.1177040300
11340000	0	-0.1177040300
11343600	0	-0.1177040300
11347200	0	-0.1177040300
11350800	0	-0.1177040300
11354400	0	-0.1177040300
11358000	0	-0.1177040300
11361600	0	-0.1177040300
11365200	0	-0.1177040300
11368800	0.4	-0.1177040300
11372400	0	-0.1177040300
11376000	0	-0.1177040300
11379600	0	-0.1177040300
11383200	0	-0.1177040300
11386800	0	-0.1177040300
11390400	0.2	-0.1177040300
11394000	0	-0.1177040300
11397600	0	-0.1177040300
11401200	0	-0.1177040300
11404800	0	-0.1207108500
11408400	0	-0.1207108500
11412000	0	-0.1207108500
11415600	0	-0.1207108500
11419200	0	-0.1207108500
11422800	0	-0.1207108500
11426400	0	-0.1207108500
11430000	0	-0.1207108500
11433600	0	-0.1207108500
11437200	0	-0.1207108500
11440800	0	-0.1207108500
11444400	0	-0.1207108500
11448000	0	-0.1207108500
11451600	0	-0.1207108500
11455200	0	-0.1207108500
11458800	1.2	-0.1207108500
11462400	0	-0.1207108500
11466000	0	-0.1207108500
11469600	0	-0.1207108500
11473200	0	-0.1207108500
11476800	0	-0.1207108500
11480400	0	-0.1207108500
11484000	0	-0.1207108500
11487600	0	-0.1207108500
11491200	0	-0.1179525800
11494800	0	-0.1179525800
11498400	0	-0.1179525800
11502000	0	-0.1179525800
11505600	0	-0.1179525800
11509200	0	-0.1179525800
11512800	0	-0.1179525800
11516400	0	-0.1179525800
11520000	0	-0.1179525800
11523600	0	-0.1179525800
11527200	0	-0.1179525800
11530800	0	-0.1179525800
11534400	1.2	-0.1179525800
11538000	0.9	-0.1179525800
11541600	0	-0.1179525800
11545200	0	-0.1179525800
11548800	0	-0.1179525800
11552400	0	-0.1179525800
11556000	0	-0.1179525800
11559600	0	-0.1179525800
11563200	0	-0.1179525800
11566800	0	-0.1179525800
11570400	0	-0.1179525800
11574000	0	-0.1179525800
11577600	0	-0.1244081400
11581200	0	-0.1244081400
11584800	0	-0.1244081400
11588400	0	-0.1244081400
11592000	0	-0.1244081400
11595600	0	-0.1244081400
11599200	0	-0.1244081400
11602800	0	-0.1244081400
11606400	0	-0.1244081400
11610000	0	-0.1244081400
11613600	0	-0.1244081400
11617200	0	-0.1244081400
11620800	0	-0.1244081400
11624400	0	-0.1244081400
11628000	0.1	-0.1244081400
11631600	0	-0.1244081400
11635200	0	-0.1244081400
11638800	0.3	-0.1244081400
11642400	0.5	-0.1244081400
11646000	0.3	-0.1244081400
11649600	0	-0.1244081400
11653200	0	-0.1244081400
11656800	0	-0.1244081400
11660400	0	-0.1244081400
11664000	0	-0.1182412500
11667600	0	-0.1182412500
11671200	0	-0.1182412500
11674800	0	-0.1182412500
11678400	0	-0.1182412500
11682000	0	-0.1182412500
11685600	0	-0.1182412500
11689200	0	-0.1182412500
11692800	0	-0.1182412500
11696400	0	-0.1182412500
11700000	0	-0.1182412500
11703600	0	-0.1182412500
11707200	0	-0.1182412500
11710800	0	-0.1182412500
11714400	0	-0.1182412500
11718000	0	-0.1182412500
11721600	0	-0.1182412500
11725200	0	-0.1182412500
11728800	0	-0.1182412500
11732400	0	-0.1182412500
11736000	0	-0.1182412500
11739600	0	-0.1182412500
11743200	0	-0.1182412500
11746800	0	-0.1182412500
11750400	0	-0.1291880400
11754000	0	-0.1291880400
11757600	0	-0.1291880400
11761200	0	-0.1291880400
11764800	0	-0.1291880400
11768400	0	-0.1291880400
11772000	0	-0.1291880400
11775600	0	-0.1291880400
11779200	0	-0.1291880400
11782800	0	-0.1291880400
11786400	0	-0.1291880400
11790000	0	-0.1291880400
11793600	0	-0.1291880400
11797200	0	-0.1291880400
11800800	0	-0.1291880400
11804400	0	-0.1291880400
11808000	0	-0.1291880400
11811600	0	-0.1291880400
11815200	0	-0.1291880400
11818800	0	-0.1291880400
11822400	0	-0.1291880400
11826000	0	-0.1291880400
11829600	0	-0.1291880400
11833200	0	-0.1291880400
11836800	0	-0.1326350100
11840400	0	-0.1326350100
11844000	0	-0.1326350100
11847600	0	-0.1326350100
11851200	0	-0.1326350100
11854800	0	-0.1326350100
11858400	0	-0.1326350100
11862000	0	-0.1326350100
11865600	0	-0.1326350100
11869200	0	-0.1326350100
11872800	0	-0.1326350100
11876400	0	-0.1326350100
11880000	0	-0.1326350100
11883600	0	-0.1326350100
11887200	0	-0.1326350100
11890800	0	-0.1326350100
11894400	0	-0.1326350100
11898000	0	-0.1326350100
11901600	0	-0.1326350100
11905200	0	-0.1326350100
11908800	0	-0.1326350100
11912400	0	-0.1326350100
11916000	0	-0.1326350100
11919600	0	-0.1326350100
11923200	0	-0.1428010800
11926800	0	-0.1428010800
11930400	0	-0.1428010800
11934000	0	-0.1428010800
11937600	0	-0.1428010800
11941200	0	-0.1428010800
11944800	0	-0.1428010800
11948400	0	-0.1428010800
11952000	0	-0.1428010800
11955600	0	-0.1428010800
11959200	0	-0.1428010800
11962800	0	-0.1428010800
11966400	0	-0.1428010800
11970000	0	-0.1428010800
11973600	0	-0.1428010800
11977200	0	-0.1428010800
11980800	0	-0.1428010800
11984400	0	-0.1428010800
11988000	0	-0.1428010800
11991600	0	-0.1428010800
11995200	0	-0.1428010800
11998800	0	-0.1428010800
12002400	0	-0.1428010800
12006000	0	-0.1428010800
12009600	0	-0.1236606600
12013200	0	-0.1236606600
12016800	0	-0.1236606600
12020400	0	-0.1236606600
12024000	0	-0.1236606600
12027600	0	-0.1236606600
12031200	0	-0.1236606600
12034800	0	-0.1236606600
12038400	0	-0.1236606600
12042000	0	-0.1236606600
12045600	0	-0.1236606600
12049200	0	-0.1236606600
12052800	0	-0.1236606600
12056400	0	-0.1236606600
12060000	0	-0.1236606600
12063600	0	-0.1236606600
12067200	0	-0.1236606600
12070800	0	-0.1236606600
12074400	0	-0.1236606600
12078000	0	-0.1236606600
12081600	0	-0.1236606600
12085200	0	-0.1236606600
12088800	0	-0.1236606600
12092400	0	-0.1236606600
12096000	0	-0.1211989300
12099600	0	-0.1211989300
12103200	0	-0.1211989300
12106800	0	-0.1211989300
12110400	0	-0.1211989300
12114000	0	-0.1211989300
12117600	0	-0.1211989300
12121200	0	-0.1211989300
12124800	0	-0.1211989300
12128400	0	-0.1211989300
12132000	0	-0.1211989300
12135600	0	-0.1211989300
12139200	0	-0.1211989300
12142800	0	-0.1211989300
12146400	0	-0.1211989300
12150000	0	-0.1211989300
12153600	0	-0.1211989300
12157200	0	-0.1211989300
12160800	0	-0.1211989300
12164400	0	-0.1211989300
12168000	0	-0.1211989300
12171600	0	-0.1211989300
12175200	0	-0.1211989300
12178800	0	-0.1211989300
12182400	0	-0.1111482900
12186000	0	-0.1111482900
12189600	0	-0.1111482900
12193200	0	-0.1111482900
12196800	0	-0.1111482900
12200400	0	-0.1111482900
12204000	0	-0.1111482900
12207600	0	-0.1111482900
12211200	0	-0.1111482900
12214800	0	-0.1111482900
12218400	0	-0.1111482900
12222000	0	-0.1111482900
12225600	0	-0.1111482900
12229200	0	-0.1111482900
12232800	0	-0.1111482900
12236400	0	-0.1111482900
12240000	0	-0.1111482900
12243600	0	-0.1111482900
12247200	0	-0.1111482900
12250800	0	-0.1111482900
12254400	0	-0.1111482900
12258000	0	-0.1111482900
12261600	0	-0.1111482900
12265200	0	-0.1111482900
12268800	0	-0.1252852300
12272400	0	-0.1252852300
12276000	0	-0.1252852300
12279600	0	-0.1252852300
12283200	0	-0.1252852300
12286800	0	-0.1252852300
12290400	0	-0.1252852300
12294000	0	-0.1252852300
12297600	0	-0.1252852300
12301200	0	-0.1252852300
12304800	0	-0.1252852300
12308400	0	-0.1252852300
12312000	0	-0.1252852300
12315600	0	-0.1252852300
12319200	0	-0.1252852300
12322800	0	-0.1252852300
12326400	0	-0.1252852300
12330000	0	-0.1252852300
12333600	0	-0.1252852300
12337200	0	-0.1252852300
12340800	0	-0.1252852300
12344400	0	-0.1252852300
12348000	1.1	-0.1252852300
12351600	3.1	-0.1252852300
12355200	2.1	-0.1157338400
12358800	0	-0.1157338400
12362400	0	-0.1157338400
12366000	0	-0.1157338400
12369600	0	-0.1157338400
12373200	0	-0.1157338400
12376800	0	-0.1157338400
12380400	0	-0.1157338400
12384000	0	-0.1157338400
12387600	0	-0.1157338400
12391200	0	-0.1157338400
12394800	0	-0.1157338400
12398400	0	-0.1157338400
12402000	0	-0.1157338400
12405600	0	-0.1157338400
12409200	0	-0.1157338400
12412800	0	-0.1157338400
12416400	0	-0.1157338400
12420000	0	-0.1157338400
12423600	0.1	-0.1157338400
12427200	0	-0.1157338400
12430800	0	-0.1157338400
12434400	0	-0.1157338400
12438000	0	-0.1157338400
12441600	0	-0.1116430700
12445200	0	-0.1116430700
12448800	0	-0.1116430700
12452400	0	-0.1116430700
12456000	0	-0.1116430700
12459600	0	-0.1116430700
12463200	0	-0.1116430700
12466800	0	-0.1116430700
12470400	0	-0.1116430700
12474000	0	-0.1116430700
12477600	0	-0.1116430700
12481200	0	-0.1116430700
12484800	0	-0.1116430700
12488400	0	-0.1116430700
12492000	0	-0.1116430700
12495600	0	-0.1116430700
12499200	0	-0.1116430700
12502800	0	-0.1116430700
12506400	0	-0.1116430700
12510000	0	-0.1116430700
12513600	0	-0.1116430700
12517200	0	-0.1116430700
12520800	0	-0.1116430700
12524400	0	-0.1116430700
12528000	0	-0.1204662800
12531600	0	-0.1204662800
12535200	0	-0.1204662800
12538800	0	-0.1204662800
12542400	0	-0.1204662800
12546000	0	-0.1204662800
12549600	0	-0.1204662800
12553200	0	-0.1204662800
12556800	0	-0.1204662800
12560400	0	-0.1204662800
12564000	0	-0.1204662800
12567600	0	-0.1204662800
12571200	0	-0.1204662800
12574800	0	-0.1204662800
12578400	0	-0.1204662800
12582000	0	-0.1204662800
12585600	0	-0.1204662800
12589200	0	-0.1204662800
12592800	0	-0.1204662800
12596400	0	-0.1204662800
12600000	0	-0.1204662800
12603600	0	-0.1204662800
12607200	0	-0.1204662800
12610800	0	-0.1204662800
12614400	0	-0.1293013200
12618000	0	-0.1293013200
12621600	0	-0.1293013200
12625200	0	-0.1293013200
12628800	0	-0.1293013200
12632400	0	-0.1293013200
12636000	0	-0.1293013200
12639600	0	-0.1293013200
12643200	0	-0.1293013200
12646800	0	-0.1293013200
12650400	0	-0.1293013200
12654000	0	-0.1293013200
12657600	0	-0.1293013200
12661200	0	-0.1293013200
12664800	0	-0.1293013200
12668400	0	-0.1293013200
12672000	0	-0.1293013200
12675600	0	-0.1293013200
12679200	0	-0.1293013200
12682800	0	-0.1293013200
12686400	0	-0.1293013200
12690000	0	-0.1293013200
12693600	0	-0.1293013200
12697200	0	-0.1293013200
12700800	0	-0.1372078800
12704400	0	-0.1372078800
12708000	0	-0.1372078800
12711600	0	-0.1372078800
12715200	0	-0.1372078800
12718800	0	-0.1372078800
12722400	0	-0.1372078800
12726000	0	-0.1372078800
12729600	0	-0.1372078800
12733200	0	-0.1372078800
12736800	0	-0.1372078800
12740400	0	-0.1372078800
12744000	0	-0.1372078800
12747600	0	-0.1372078800
12751200	0	-0.1372078800
12754800	0	-0.1372078800
12758400	0	-0.1372078800
12762000	0	-0.1372078800
12765600	0	-0.1372078800
12769200	0	-0.1372078800
12772800	0	-0.1372078800
12776400	0	-0.1372078800
12780000	0	-0.1372078800
12783600	0	-0.1372078800
12787200	0	-0.1548156300
12790800	0	-0.1548156300
12794400	0	-0.1548156300
12798000	0	-0.1548156300
12801600	0	-0.1548156300
12805200	0	-0.1548156300
12808800	0	-0.1548156300
12812400	0	-0.1548156300
12816000	0	-0.1548156300
12819600	0	-0.1548156300
12823200	0	-0.1548156300
12826800	0	-0.1548156300
12830400	0	-0.1548156300
12834000	0	-0.1548156300
12837600	0	-0.1548156300
12841200	0	-0.1548156300
12844800	0	-0.1548156300
12848400	0	-0.1548156300
12852000	0	-0.1548156300
12855600	0	-0.1548156300
12859200	0	-0.1548156300
12862800	0	-0.1548156300
12866400	0	-0.1548156300
12870000	0	-0.1548156300
12873600	0	-0.1634888200
12877200	0	-0.1634888200
12880800	0	-0.1634888200
12884400	0	-0.1634888200
12888000	0	-0.1634888200
12891600	0	-0.1634888200
12895200	0	-0.1634888200
12898800	0	-0.1634888200
12902400	0	-0.1634888200
12906000	0	-0.1634888200
12909600	0	-0.1634888200
12913200	0	-0.1634888200
12916800	0	-0.1634888200
12920400	0.1	-0.1634888200
12924000	0	-0.1634888200
12927600	0	-0.1634888200
12931200	0	-0.1634888200
12934800	0	-0.1634888200
12938400	1.9	-0.1634888200
12942000	0	-0.1634888200
12945600	0.5	-0.1634888200
12949200	0	-0.1634888200
12952800	0	-0.1634888200
12956400	0	-0.1634888200
12960000	0	-0.1436637700
12963600	0	-0.1436637700
12967200	0	-0.1436637700
12970800	0	-0.1436637700
12974400	0	-0.1436637700
12978000	0	-0.1436637700
12981600	0	-0.1436637700
12985200	0	-0.1436637700
12988800	0	-0.1436637700
12992400	0	-0.1436637700
12996000	0	-0.1436637700
12999600	0	-0.1436637700
13003200	0	-0.1436637700
13006800	0	-0.1436637700
13010400	0	-0.1436637700
13014000	0	-0.1436637700
13017600	0	-0.1436637700
13021200	0	-0.1436637700
13024800	0	-0.1436637700
13028400	0	-0.1436637700
13032000	0	-0.1436637700
13035600	0	-0.1436637700
13039200	0	-0.1436637700
13042800	0	-0.1436637700
13046400	0	-0.1281300800
13050000	0	-0.1281300800
13053600	0	-0.1281300800
13057200	0	-0.1281300800
13060800	0	-0.1281300800
13064400	0	-0.1281300800
13068000	0	-0.1281300800
13071600	0	-0.1281300800
13075200	0	-0.1281300800
13078800	0	-0.1281300800
13082400	0	-0.1281300800
13086000	0	-0.1281300800
13089600	0	-0.1281300800
13093200	0	-0.1281300800
13096800	0	-0.1281300800
13100400	0	-0.1281300800
13104000	0	-0.1281300800
13107600	0	-0.1281300800
13111200	0	-0.1281300800
13114800	0	-0.1281300800
13118400	0	-0.1281300800
13122000	0	-0.1281300800
13125600	0	-0.1281300800
13129200	0	-0.1281300800
13132800	0	-0.1233926400
13136400	0	-0.1233926400
13140000	0	-0.1233926400
13143600	0	-0.1233926400
13147200	0	-0.1233926400
13150800	0	-0.1233926400
13154400	0	-0.1233926400
13158000	0	-0.1233926400
13161600	0	-0.1233926400
13165200	0	-0.1233926400
13168800	0	-0.1233926400
13172400	0	-0.1233926400
13176000	0	-0.1233926400
13179600	0	-0.1233926400
13183200	0	-0.1233926400
13186800	0	-0.1233926400
13190400	0	-0.1233926400
13194000	0	-0.1233926400
13197600	0	-0.1233926400
13201200	0	-0.1233926400
13204800	0	-0.1233926400
13208400	0	-0.1233926400
13212000	0	-0.1233926400
13215600	0	-0.1233926400
13219200	0	-0.1387569500
13222800	0	-0.1387569500
13226400	0	-0.1387569500
13230000	0	-0.1387569500
13233600	0	-0.1387569500
13237200	0	-0.1387569500
13240800	0	-0.1387569500
13244400	0	-0.1387569500
13248000	0	-0.1387569500
13251600	0	-0.1387569500
13255200	0	-0.1387569500
13258800	0	-0.1387569500
13262400	0	-0.1387569500
13266000	0	-0.1387569500
13269600	0	-0.1387569500
13273200	0	-0.1387569500
13276800	0	-0.1387569500
13280400	0	-0.1387569500
13284000	0	-0.1387569500
13287600	0	-0.1387569500
13291200	0	-0.1387569500
13294800	0	-0.1387569500
13298400	0	-0.1387569500
13302000	0	-0.1387569500
13305600	0	-0.1294015800
13309200	0	-0.1294015800
13312800	0	-0.1294015800
13316400	0	-0.1294015800
13320000	0	-0.1294015800
13323600	0	-0.1294015800
13327200	0	-0.1294015800
13330800	0.3	-0.1294015800
13334400	0	-0.1294015800
13338000	0	-0.1294015800
13341600	0.2	-0.1294015800
13345200	0	-0.1294015800
13348800	0.2	-0.1294015800
13352400	0.2	-0.1294015800
13356000	0.4	-0.1294015800
13359600	0	-0.1294015800
13363200	0	-0.1294015800
13366800	0	-0.1294015800
13370400	0	-0.1294015800
13374000	0	-0.1294015800
13377600	0	-0.1294015800
13381200	0	-0.1294015800
13384800	0	-0.1294015800
13388400	0	-0.1294015800
13392000	0	-0.1178016900
13395600	0	-0.1178016900
13399200	0	-0.1178016900
13402800	0	-0.1178016900
13406400	0	-0.1178016900
13410000	0	-0.1178016900
13413600	0	-0.1178016900
13417200	0	-0.1178016900
13420800	0	-0.1178016900
13424400	0	-0.1178016900
13428000	0	-0.1178016900
13431600	0	-0.1178016900
13435200	0	-0.1178016900
13438800	0	-0.1178016900
13442400	0	-0.1178016900
13446000	0	-0.1178016900
13449600	0	-0.1178016900
13453200	0	-0.1178016900
13456800	0	-0.1178016900
13460400	0	-0.1178016900
13464000	0	-0.1178016900
13467600	0	-0.1178016900
